Result Number,Satellite,Date,Beam Mode,Polarization,Type,Image Info,Metadata,Download Link,Sequence ID,Footprint
607,RADARSAT-1,2005-05-13T18:39:46 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4195768" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2005/5/RS1_X0498425_SCWA_20050513_183819_HH_SCW.tif,4195768,-78.507333 54.705864 -69.943506 55.627639 -71.175833 60.685758 -81.000700 59.716178 -78.507333 54.705864 
608,RADARSAT-1,2005-05-12T19:08:46 +0000,ScanSAR Wide B (W1 W2 S5 S6),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4195766" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2005/5/RS1_X0498424_SCWB_20050512_190732_HH_SCW.tif,4195766,-85.617056 54.037433 -78.275594 54.875064 -79.448992 59.208756 -87.665611 58.333433 -85.617056 54.037433 
609,RADARSAT-1,2005-05-06T11:16:18 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,GRF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"11191565" "relatedProducts":[{"values":["GRF" "" "100.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2005/5/RS1_49605_SWA_F313_20050506_111736_HH_GRF.tif,11191565,-80.195071 52.746051 -72.698994 52.135858 -70.776031 56.643073 -79.178914 57.301255 -80.195071 52.746051 
610,RADARSAT-1,2005-05-06T07:17:49 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4195623" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2005/5/RS1_X0498602_SCWA_20050506_071622_HH_SCW.tif,4195623,-70.155567 56.478339 -79.193253 57.427658 -80.358939 52.354653 -72.361861 51.437875 -70.155567 56.478339 
611,RADARSAT-1,2005-04-29T18:48:25 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4195769" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2005/4/RS1_X0498422_SCWA_20050429_184658_HH_SCW.tif,4195769,-80.969414 55.386225 -72.235683 56.317592 -73.493481 61.379353 -83.549592 60.395203 -80.969414 55.386225 
612,RADARSAT-1,2005-04-29T18:47:08 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4195763" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2005/4/RS1_X0498421_SCWA_20050429_184541_HH_SCW.tif,4195763,-79.085567 50.924114 -71.250681 51.828544 -72.405789 56.905231 -81.241508 55.971383 -79.085567 50.924114 
613,RADARSAT-1,2005-04-19T18:38:54 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4195764" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2005/4/RS1_X0498420_SCWA_20050419_183728_HH_SCW.tif,4195764,-77.305489 51.561881 -69.336244 52.475492 -70.494889 57.482453 -79.490042 56.536242 -77.305489 51.561881 
614,RADARSAT-1,2005-04-18T07:42:54 +0000,ScanSAR Wide B (W1 W2 S5 S6),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4195531" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2005/4/RS1_X0498601_SCWB_20050418_074136_HH_SCW.tif,4195531,-76.665981 56.321639 -84.424528 57.171106 -85.579164 52.657461 -78.620181 51.837794 -76.665981 56.321639 
615,RADARSAT-1,2005-04-18T07:41:44 +0000,ScanSAR Wide B (W1 W2 S5 S6),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4195784" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2005/4/RS1_X0498600_SCWB_20050418_074030_HH_SCW.tif,4195784,-74.665019 60.167097 -83.346694 61.060414 -84.574844 56.715328 -76.881733 55.867792 -74.665019 60.167097 
616,RADARSAT-1,2005-03-29T22:50:34 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,GRF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"11180435" "relatedProducts":[{"values":["GRF" "" "100.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2005/3/RS1_49069_SWA_F140_20050329_225151_HH_GRF.tif,11180435,-73.984216 58.565071 -82.669809 57.838844 -80.695987 53.340352 -72.933836 54.019991 -73.984216 58.565071 
617,RADARSAT-1,2005-03-29T22:49:54 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,GRF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"11180706" "relatedProducts":[{"values":["GRF" "" "100.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2005/3/RS1_49069_SWA_F134_20050329_225111_HH_GRF.tif,11180706,-73.416495 56.163859 -81.609612 55.464396 -79.751568 50.958571 -72.410187 51.616111 -73.416495 56.163859 
618,RADARSAT-1,2005-03-29T17:52:34 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4195922" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2005/3/RS1_X0487226_SCWA_20050329_175109_HH_SCW.tif,4195922,-81.965014 55.398317 -73.280725 56.322581 -74.509994 61.277364 -84.477303 60.302456 -81.965014 55.398317 
619,RADARSAT-1,2005-03-29T17:51:17 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4195914" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2005/3/RS1_X0487225_SCWA_20050329_174952_HH_SCW.tif,4195914,-80.119503 50.889075 -72.287786 51.794031 -73.420239 56.775833 -82.229458 55.842297 -80.119503 50.889075 
620,RADARSAT-1,2005-03-15T22:59:48 +0000,Standard 4,HH,GRF  GRF ,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"11176941" "relatedProducts":[{"values":["GRF" "" "25.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,,11176941,-79.350414 56.817670 -79.656898 57.722543 -81.339177 57.546977 -80.991763 56.643655 -79.350414 56.817670 
621,RADARSAT-1,2005-03-15T22:59:34 +0000,Standard 4,HH,GRF  GRF ,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"11176939" "relatedProducts":[{"values":["GRF" "" "25.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,,11176939,-79.086605 56.018404 -79.385002 56.923671 -81.031798 56.749414 -80.694435 55.845554 -79.086605 56.018404 
622,RADARSAT-1,2005-03-15T22:59:20 +0000,Standard 4,HH,GRF  GRF ,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"11176940" "relatedProducts":[{"values":["GRF" "" "25.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,,11176940,-78.829430 55.218883 -79.120318 56.124529 -80.733367 55.951452 -80.405349 55.047082 -78.829430 55.218883 
623,RADARSAT-1,2005-03-15T22:59:14 +0000,Standard 4,HH,GRF  GRF ,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"11176978" "relatedProducts":[{"values":["GRF" "" "25.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,,11176978,-78.703103 54.818775 -78.990437 55.724604 -80.587215 55.552073 -80.263628 54.647456 -78.703103 54.818775 
624,RADARSAT-1,2005-02-26T06:30:27 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4195891" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2005/2/RS1_X0487203_SCWA_20050226_062901_HH_SCW.tif,4195891,-73.483531 56.330469 -82.384017 57.263564 -83.527797 52.264628 -75.634317 51.361883 -73.483531 56.330469 
625,RADARSAT-1,2005-01-30T17:43:58 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4195830" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2005/1/RS1_X0498504_SCWA_20050130_174232_HH_SCW.tif,4195830,-79.460464 54.476408 -70.943764 55.397281 -72.162494 60.422817 -81.912503 59.455783 -79.460464 54.476408 
626,RADARSAT-1,2005-01-29T18:12:42 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4195829" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2005/1/RS1_X0498503_SCWA_20050129_181115_HH_SCW.tif,4195829,-85.862181 52.136508 -77.797492 53.047958 -78.980242 58.135458 -88.126317 57.188853 -85.862181 52.136508 
627,RADARSAT-1,2005-01-12T06:43:10 +0000,ScanSAR Wide B (W1 W2 S5 S6),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4195528" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2005/1/RS1_X0498537_SCWB_20050112_064156_HH_SCW.tif,4195528,-76.979400 55.666389 -84.602106 56.509992 -85.708719 52.129253 -78.834511 51.312475 -76.979400 55.666389 
628,RADARSAT-1,2005-01-12T06:42:02 +0000,ScanSAR Wide B (W1 W2 S5 S6),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4195484" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2005/1/RS1_X0498536_SCWB_20050112_064048_HH_SCW.tif,4195484,-75.003178 59.575956 -83.525878 60.461194 -84.736750 56.104581 -77.166667 55.262233 -75.003178 59.575956 
629,RADARSAT-1,2005-01-02T22:59:52 +0000,Standard 6,HH,GRF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"11146806" "relatedProducts":[{"values":["GRF" "" "25.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2005/1/RS1_47840_ST6_F143_20050102_230008_HH_GRF.tif,11146806,-76.875813 56.813336 -77.120351 57.721029 -78.814275 57.578577 -78.528276 56.671236 -76.875813 56.813336 
630,RADARSAT-1,2005-01-02T22:59:39 +0000,Standard 6,HH,GRF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"11146805" "relatedProducts":[{"values":["GRF" "" "25.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2005/1/RS1_47840_ST6_F141_20050102_225954_HH_GRF.tif,11146805,-76.664920 56.014815 -76.904502 56.922747 -78.562288 56.780582 -78.283278 55.872906 -76.664920 56.014815 
631,RADARSAT-1,2005-01-02T22:59:25 +0000,Standard 6,HH,GRF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"11146754" "relatedProducts":[{"values":["GRF" "" "25.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2005/1/RS1_47840_ST6_F139_20050102_225941_HH_GRF.tif,11146754,-76.457550 55.214146 -76.692533 56.122313 -78.315889 55.980350 -78.043382 55.072350 -76.457550 55.214146 
632,RADARSAT-1,2004-12-30T17:47:49 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4128993" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2004/12/RS1_X0498502_SCWA_20041230_174622_HH_SCW.tif,4128993,-79.823375 52.793436 -71.667394 53.704142 -72.858008 58.759528 -82.127297 57.811028 -79.823375 52.793436 
633,RADARSAT-1,2004-12-26T18:04:30 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4128983" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2004/12/RS1_X0498501_SCWA_20041226_180303_HH_SCW.tif,4128983,-83.879378 52.421431 -75.766475 53.333281 -76.953158 58.413586 -86.164072 57.465375 -83.879378 52.421431 
634,RADARSAT-1,2004-12-19T18:09:21 +0000,ScanSAR Wide B (W1 W2 S5 S6),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4128979" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2004/12/RS1_X0498500_SCWB_20041219_180806_HH_SCW.tif,4128979,-86.240906 55.485006 -78.630467 56.332164 -79.856086 60.687183 -88.431939 59.795467 -86.240906 55.485006 
635,RADARSAT-1,2004-12-19T18:08:13 +0000,ScanSAR Wide B (W1 W2 S5 S6),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4128978" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2004/12/RS1_X0498499_SCWB_20041219_180659_HH_SCW.tif,4128978,-84.561836 51.558447 -77.652531 52.378922 -78.769419 56.754717 -86.436800 55.906133 -84.561836 51.558447 
636,RADARSAT-1,2004-12-19T06:43:04 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4128998" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2004/12/RS1_X0498535_SCWA_20041219_064137_HH_SCW.tif,4128998,-76.448925 56.695369 -85.452939 57.632781 -86.619978 52.554464 -78.661403 51.649353 -76.448925 56.695369 
637,RADARSAT-1,2004-12-19T06:41:46 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4128997" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2004/12/RS1_X0498534_SCWA_20041219_064020_HH_SCW.tif,4128997,-74.034372 61.170919 -84.336583 62.163231 -85.613947 57.102881 -76.703983 56.168067 -74.034372 61.170919 
638,RADARSAT-1,2004-12-12T18:12:49 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4128973" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2004/12/RS1_X0498498_SCWA_20041212_181123_HH_SCW.tif,4128973,-85.871117 52.136100 -77.796228 53.048719 -78.973008 58.113656 -88.125050 57.166011 -85.871117 52.136100 
639,RADARSAT-1,2004-12-09T22:59:23 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,GRF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"11141875" "relatedProducts":[{"values":["GRF" "" "100.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2004/12/RS1_47497_SWA_F142_20041209_230040_HH_GRF.tif,11141875,-76.246116 59.354972 -85.208206 58.617511 -83.116333 54.137756 -75.184823 54.821102 -76.246116 59.354972 
640,RADARSAT-1,2004-12-09T18:00:44 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4128977" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2004/12/RS1_X0498497_SCWA_20041209_175918_HH_SCW.tif,4128977,-83.413614 53.839561 -75.000903 54.760294 -76.205864 59.796253 -85.809489 58.832447 -83.413614 53.839561 
641,RADARSAT-1,2004-12-02T18:04:32 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4128974" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2004/12/RS1_X0498496_SCWA_20041202_180305_HH_SCW.tif,4128974,-83.808769 52.265589 -75.726033 53.175878 -76.902608 58.235597 -86.067689 57.290083 -83.808769 52.265589 
642,RADARSAT-1,2004-11-29T22:51:39 +0000,Standard 3,HH,GRF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"11137552" "relatedProducts":[{"values":["GRF" "" "25.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2004/11/RS1_47354_ST3_F143_20041129_225154_HH_GRF.tif,11137552,-77.939515 56.815853 -78.263011 57.719711 -79.941613 57.535120 -79.577317 56.633148 -77.939515 56.815853 
643,RADARSAT-1,2004-11-29T22:51:25 +0000,Standard 3,HH,GRF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"11137250" "relatedProducts":[{"values":["GRF" "" "25.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2004/11/RS1_47354_ST3_F141_20041129_225140_HH_GRF.tif,11137250,-77.661011 56.016526 -77.975562 56.920835 -79.618909 56.737830 -79.265499 55.835253 -77.661011 56.016526 
644,RADARSAT-1,2004-11-29T22:51:18 +0000,Standard 3,HH,GRF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"11137573" "relatedProducts":[{"values":["GRF" "" "25.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2004/11/RS1_47354_ST3_F140_20041129_225133_HH_GRF.tif,11137573,-77.524370 55.616217 -77.834684 56.520743 -79.461031 56.338481 -79.112781 55.435612 -77.524370 55.616217 
645,RADARSAT-1,2004-11-25T18:09:28 +0000,ScanSAR Wide B (W1 W2 S5 S6),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4128972" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2004/11/RS1_X0498495_SCWB_20041125_180818_HH_SCW.tif,4128972,-86.314072 55.730781 -78.719106 56.571411 -79.883617 60.694464 -88.392369 59.811722 -86.314072 55.730781 
646,RADARSAT-1,2004-11-25T18:08:26 +0000,ScanSAR Wide B (W1 W2 S5 S6),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4128976" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2004/11/RS1_X0498494_SCWB_20041125_180711_HH_SCW.tif,4128976,-84.707217 51.860364 -77.739758 52.683761 -78.859653 57.043897 -86.597103 56.191361 -84.707217 51.860364 
